,category,timestamp,value_date,logging_payment_timestamp,payment_timestamp,account_number,amount_payment,balance_account,entry_type,payment_type,BIC,reference_code_paymetn,IBAN,counterparty_account_id
7626,Ravintolat_kahvilat,2019-11-08 12:08:40.481927709,2019-11-08,2019-11-08,2019-11-07,8.0,-2.2,293.4,0.0,192.0,           ,0.0,1.0,200.0
7627,Ravintolat_kahvilat,2019-11-08 16:11:33.975903612,2019-11-08,2019-11-08,2019-11-08,8.0,-4.44,288.96,0.0,162.0,           ,1.0,1.0,148.0
7628,Saastot_sijoitukset,2019-11-08 22:50:36.144578311,2019-11-08,2019-11-08,2019-11-08,8.0,-8.2,280.76,0.0,162.0,           ,1.0,1.0,106.0
7629,Muut,2019-11-11 02:53:29.638554214,2019-11-11,2019-11-11,2019-11-11,8.0,-4.99,275.77,706.0,147.0,OKOYFIHH   ,0.0,0.0,252.0
7630,Ruoka_paivittaistavarakauppa,2019-11-11 06:56:23.132530117,2019-11-11,2019-11-11,2019-11-11,8.0,-1.62,274.15,0.0,162.0,           ,1.0,1.0,108.0
7631,Lemmikit,2019-11-11 09:32:31.807228913,2019-11-11,2019-11-11,2019-11-11,8.0,-20.28,253.87,0.0,162.0,           ,1.0,1.0,60.0
7632,Ruoka_paivittaistavarakauppa,2019-11-11 20:14:27.469879515,2019-11-11,2019-11-11,2019-11-11,8.0,-12.4,241.47,0.0,162.0,           ,1.0,1.0,135.0
7633,Ruoka_paivittaistavarakauppa,2019-11-12 13:35:25.301204816,2019-11-12,2019-11-14,2019-11-12,8.0,-46.19,195.28,0.0,162.0,           ,1.0,1.0,98.0
7634,Lemmikit,2019-11-13 17:38:18.795180719,2019-11-13,2019-11-13,2019-11-13,8.0,-2.74,192.54,0.0,162.0,           ,1.0,1.0,156.0
7635,Ravintolat_kahvilat,2019-11-15 00:17:20.963855418,2019-11-15,2019-11-15,2019-11-15,8.0,-2.08,190.46,0.0,162.0,           ,1.0,1.0,182.0
7636,Ravintolat_kahvilat,2019-11-15 04:20:14.457831321,2019-11-15,2019-11-15,2019-11-15,8.0,-2.54,187.92,0.0,162.0,           ,1.0,1.0,108.0
7637,Ravintolat_kahvilat,2019-11-15 10:59:16.626506020,2019-11-15,2019-11-15,2019-11-15,8.0,-4.32,183.6,0.0,162.0,           ,1.0,1.0,97.0
7638,Ruoka_paivittaistavarakauppa,2019-11-15 21:41:12.289156622,2019-11-15,2019-11-15,2019-11-15,8.0,-18.86,164.74,0.0,162.0,           ,1.0,1.0,114.0
7639,Saastot_sijoitukset,2019-11-18 08:23:07.951807224,2019-11-18,2019-11-18,2019-11-18,8.0,-79.11,85.63,0.0,162.0,           ,1.0,1.0,75.0
7640,Muut,2019-11-19 01:44:05.783132525,2019-11-19,2019-11-19,2019-11-19,8.0,-0.64,84.99,0.0,103.0,           ,0.0,1.0,1.0
7641,Ruoka_paivittaistavarakauppa,2019-11-19 12:26:01.445783127,2019-11-19,2019-11-19,2019-11-19,8.0,-1.9,83.09,0.0,162.0,           ,1.0,1.0,103.0
7642,Ruoka_paivittaistavarakauppa,2019-11-19 15:02:10.120481923,2019-11-19,2019-11-19,2019-11-19,8.0,-3.2,79.89,0.0,162.0,           ,1.0,1.0,75.0
7643,Muut,2019-11-19 19:05:03.614457826,2019-11-19,2019-11-19,2019-11-19,8.0,-1.36,78.53,0.0,103.0,           ,0.0,1.0,1.0
7644,Ruoka_paivittaistavarakauppa,2019-11-19 23:07:57.108433729,2019-11-19,2019-11-19,2019-11-19,8.0,-1.47,77.06,0.0,162.0,           ,1.0,1.0,78.0
7645,Ravintolat_kahvilat,2019-11-21 05:46:59.277108428,2019-11-21,2019-11-21,2019-11-21,8.0,-9.04,68.02,0.0,162.0,           ,1.0,1.0,99.0
7646,Ruoka_paivittaistavarakauppa,2019-11-22 16:28:54.939759030,2019-11-22,2019-11-22,2019-11-22,8.0,-4.54,63.48,0.0,162.0,           ,1.0,1.0,57.0
7647,Matkailu,2019-11-25 03:10:50.602409632,2019-11-25,2019-11-25,2019-11-25,8.0,-1.49,61.99,0.0,162.0,           ,1.0,1.0,138.0
7648,Saastot_sijoitukset,2019-11-25 09:49:52.771084331,2019-11-25,2019-11-25,2019-11-25,8.0,-24.61,37.38,0.0,192.0,           ,0.0,1.0,200.0
7649,Ruoka_paivittaistavarakauppa,2019-11-25 13:52:46.265060234,2019-11-25,2019-11-25,2019-11-25,8.0,-30.83,6.55,0.0,162.0,           ,1.0,1.0,161.0
7650,Ruoka_paivittaistavarakauppa,2019-11-25 20:31:48.433734933,2019-11-25,2019-11-25,2019-11-25,8.0,-0.66,5.89,0.0,162.0,           ,1.0,1.0,40.0
7651,Ruoka_paivittaistavarakauppa,2019-11-26 07:13:44.096385535,2019-11-26,2019-11-26,2019-11-25,8.0,-17.83,-11.94,0.0,162.0,           ,1.0,1.0,163.0
7652,Asuminen,2019-11-27 00:34:41.927710836,2019-11-27,2019-11-27,2019-11-27,8.0,-15.36,-27.3,706.0,147.0,NDEAFIHH   ,0.0,0.0,249.0
7653,Ruoka_paivittaistavarakauppa,2019-11-27 17:55:39.759036137,2019-11-27,2019-11-27,2019-11-27,8.0,-6.22,-33.52,0.0,162.0,           ,1.0,1.0,48.0
7654,Ravintolat_kahvilat,2019-11-29 04:37:35.421686739,2019-11-29,2019-11-29,2019-11-28,8.0,-6.23,-39.75,0.0,162.0,           ,1.0,1.0,115.0
7655,Liikkuminen,2019-11-29 11:16:37.590361438,2019-11-29,2019-11-29,2019-11-29,8.0,-3.1,-42.85,0.0,162.0,           ,1.0,1.0,145.0
7656,Ruoka_paivittaistavarakauppa,2019-11-29 15:19:31.084337341,2019-11-29,2019-11-29,2019-11-29,8.0,-4.12,-46.97,0.0,162.0,           ,1.0,1.0,170.0
7657,Muut,2019-11-29 21:58:33.253012040,2019-11-29,2019-11-29,2019-11-29,8.0,-25.44,-72.41,706.0,147.0,OKOYFIHH   ,0.0,0.0,252.0
7658,Ruoka_paivittaistavarakauppa,2019-12-02 17:54:55.774647886,2019-12-02,2019-12-02,2019-12-02,8.0,-21.99,-94.4,0.0,162.0,           ,1.0,1.0,106.0
7659,Liikkuminen,2019-12-02 20:57:27.887323943,2019-12-02,2019-12-02,2019-12-02,8.0,-66.5,-160.9,0.0,162.0,           ,1.0,1.0,114.0
7660,Muut,2019-12-03 14:52:23.661971829,2019-12-03,2019-12-03,2019-12-03,8.0,-9.54,-170.44,706.0,147.0,OKOYFIHH   ,0.0,0.0,248.0
7661,Ruoka_paivittaistavarakauppa,2019-12-04 11:49:51.549295772,2019-12-04,2019-12-04,2019-12-04,8.0,-11.08,-181.52,0.0,162.0,           ,1.0,1.0,64.0
7662,Liikkuminen,2019-12-05 08:47:19.436619715,2019-12-05,2019-12-05,2019-12-05,8.0,-9.0,-190.52,0.0,162.0,           ,1.0,1.0,39.0
7663,Saastot_sijoitukset,2019-12-06 02:42:15.211267601,2019-12-06,2019-12-06,2019-12-06,8.0,-33.76,-224.28,0.0,192.0,           ,0.0,1.0,200.0
7664,Ravintolat_kahvilat,2019-12-06 05:44:47.323943658,2019-12-06,2019-12-06,2019-12-06,8.0,-14.6,-238.88,0.0,162.0,           ,1.0,1.0,101.0
7665,Tulot,2019-12-06 17:34:38.873239430,2019-12-06,2019-12-06,2019-12-06,8.0,850.15,611.27,701.0,520.0,           ,1.0,1.0,224.0
7666,Luottojen_maksut,2019-12-09 20:37:10.985915487,2019-12-09,2019-12-09,2019-12-09,8.0,-187.62,423.65,0.0,172.0,           ,1.0,1.0,198.0
7667,Ravintolat_kahvilat,2019-12-09 23:39:43.098591544,2019-12-09,2019-12-09,2019-12-09,8.0,-18.24,405.41,0.0,192.0,           ,0.0,1.0,200.0
7668,Luokittelemattomat,2019-12-10 14:32:06.760563373,2019-12-10,2019-12-10,2019-12-10,8.0,-32.96,372.45,706.0,147.0,OKOYFIHH   ,0.0,0.0,248.0
7669,Hyvinvointijakauneus,2019-12-12 08:27:02.535211259,2019-12-12,2019-12-12,2019-12-12,8.0,-61.46,310.99,0.0,162.0,           ,1.0,1.0,75.0
7670,Hyvinvointi,2019-12-12 11:29:34.647887316,2019-12-12,2019-12-12,2019-12-12,8.0,-34.08,276.91,0.0,162.0,           ,1.0,1.0,162.0
7671,Luottojen_maksut,2019-12-16 02:21:58.309859145,2019-12-16,2019-12-16,2019-12-16,8.0,-39.33,237.58,0.0,172.0,           ,1.0,1.0,199.0
7672,Muut,2019-12-16 05:24:30.422535202,2019-12-16,2019-12-16,2019-12-16,8.0,-1.52,236.06,0.0,103.0,           ,0.0,1.0,1.0
7673,Ruoka_paivittaistavarakauppa,2019-12-16 14:11:49.859154917,2019-12-16,2019-12-16,2019-12-16,8.0,-13.18,222.88,0.0,162.0,           ,1.0,1.0,115.0
7674,Hyvinvointijakauneus,2019-12-16 17:14:21.971830974,2019-12-16,2019-12-16,2019-12-16,8.0,-1.8,221.08,0.0,162.0,           ,1.0,1.0,124.0
7675,Ruoka_paivittaistavarakauppa,2019-12-16 20:16:54.084507031,2019-12-16,2019-12-18,2019-12-16,8.0,-53.29,167.79,0.0,162.0,           ,1.0,1.0,145.0
7676,Ruoka_paivittaistavarakauppa,2019-12-16 23:19:26.197183088,2019-12-16,2019-12-16,2019-12-16,8.0,-14.6,153.19,0.0,162.0,           ,1.0,1.0,138.0
7677,Luokittelemattomat,2019-12-18 08:06:45.633802803,2019-12-18,2019-12-18,2019-12-18,8.0,-3.34,149.85,0.0,106.0,NDEAFIHH   ,0.0,0.0,11.0
7678,Ruoka_paivittaistavarakauppa,2019-12-18 11:09:17.746478860,2019-12-18,2019-12-18,2019-12-18,8.0,-16.0,133.85,0.0,162.0,           ,1.0,1.0,113.0
7679,Lapset,2019-12-20 02:01:41.408450689,2019-12-20,2019-12-20,2019-12-20,8.0,-10.99,122.86,0.0,162.0,           ,1.0,1.0,179.0
7680,Luokittelemattomat,2019-12-20 05:04:13.521126746,2019-12-20,2019-12-20,2019-12-20,8.0,-12.36,110.5,0.0,106.0,DABAFIHH   ,0.0,0.0,19.0
7681,Ruoka_paivittaistavarakauppa,2019-12-20 22:59:09.295774632,2019-12-20,2019-12-20,2019-12-20,8.0,-3.46,107.04,0.0,162.0,           ,1.0,1.0,117.0
7682,Luokittelemattomat,2019-12-23 10:49:00.845070404,2019-12-23,2019-12-23,2019-12-23,8.0,-43.99,63.05,0.0,162.0,           ,1.0,1.0,97.0
7683,Lapset,2019-12-23 16:54:05.070422518,2019-12-23,2019-12-23,2019-12-23,8.0,-23.99,39.06,0.0,162.0,           ,1.0,1.0,115.0
7684,Ruoka_paivittaistavarakauppa,2019-12-23 19:56:37.183098575,2019-12-23,2019-12-23,2019-12-23,8.0,-13.92,25.14,0.0,162.0,           ,1.0,1.0,99.0
7685,Tulot,2019-12-24 13:51:32.957746461,2019-12-24,2019-12-24,2019-12-24,8.0,53.17,78.31,0.0,505.0,           ,1.0,1.0,203.0
7686,Ravintolat_kahvilat,2019-12-25 07:46:28.732394347,2019-12-25,2019-12-25,2019-12-25,8.0,-6.42,71.89,0.0,162.0,           ,1.0,1.0,122.0
7687,Lapset,2019-12-26 01:41:24.507042233,2019-12-26,2019-12-26,2019-12-26,8.0,-15.11,56.78,0.0,162.0,           ,1.0,1.0,147.0
7688,Ravintolat_kahvilat,2019-12-27 04:43:56.619718290,2019-12-27,2019-12-27,2019-12-27,8.0,-2.85,53.93,0.0,162.0,           ,1.0,1.0,90.0
7689,Ruoka_paivittaistavarakauppa,2019-12-27 22:38:52.394366176,2019-12-27,2019-12-27,2019-12-27,8.0,-23.39,30.54,0.0,162.0,           ,1.0,1.0,108.0
7690,Ruoka_paivittaistavarakauppa,2019-12-30 13:31:16.056338005,2019-12-30,2020-01-01,2019-12-30,8.0,-1.09,29.45,0.0,162.0,           ,1.0,1.0,126.0
7691,Liikkuminen,2019-12-30 16:33:48.169014062,2019-12-30,2019-12-30,2019-12-30,8.0,-20.94,8.51,0.0,162.0,           ,1.0,1.0,125.0
7692,Ruoka_paivittaistavarakauppa,2019-12-30 19:36:20.281690119,2019-12-30,2019-12-30,2019-12-30,8.0,-1.4,7.11,0.0,162.0,           ,1.0,1.0,168.0
7693,Tulot,2020-01-02 00:23:36.393442622,2020-01-02,2020-01-02,2020-01-02,8.0,339.1,346.21,701.0,520.0,           ,1.0,1.0,223.0
7694,Ravintolat_kahvilat,2020-01-03 00:47:12.786885244,2020-01-03,2020-01-03,2020-01-03,8.0,-2.71,343.5,0.0,162.0,           ,1.0,1.0,122.0
7695,Ruoka_paivittaistavarakauppa,2020-01-06 01:10:49.180327866,2020-01-06,2020-01-06,2020-01-06,8.0,-28.61,314.89,0.0,162.0,           ,1.0,1.0,139.0
7696,Luokittelemattomat,2020-01-06 01:34:25.573770488,2020-01-06,2020-01-06,2020-01-06,8.0,-30.96,283.93,0.0,162.0,           ,1.0,1.0,52.0
7697,Ravintolat_kahvilat,2020-01-06 01:58:01.967213110,2020-01-06,2020-01-06,2020-01-06,8.0,-47.75,236.18,0.0,162.0,           ,1.0,1.0,157.0
7698,Ravintolat_kahvilat,2020-01-07 02:21:38.360655732,2020-01-07,2020-01-07,2020-01-07,8.0,-11.97,224.21,0.0,162.0,           ,1.0,1.0,115.0
7699,Saastot_sijoitukset,2020-01-09 02:45:14.754098354,2020-01-09,2020-01-09,2020-01-09,8.0,-25.86,198.35,706.0,147.0,OKOYFIHH   ,0.0,0.0,248.0
7700,Tulot,2020-01-10 03:08:51.147540976,2020-01-10,2020-01-10,2020-01-10,8.0,133.21,331.56,701.0,521.0,           ,1.0,1.0,229.0
7701,Luottojen_maksut,2020-01-10 03:32:27.540983598,2020-01-10,2020-01-10,2020-01-10,8.0,-40.38,291.18,706.0,147.0,OKOYFIHH   ,0.0,0.0,248.0
7702,Ruoka_paivittaistavarakauppa,2020-01-10 03:56:03.934426220,2020-01-10,2020-01-10,2020-01-10,8.0,-38.82,252.36,0.0,162.0,           ,1.0,1.0,175.0
7703,Ruoka_paivittaistavarakauppa,2020-01-13 04:19:40.327868842,2020-01-13,2020-01-13,2020-01-13,8.0,-33.87,218.49,0.0,162.0,           ,1.0,1.0,57.0
7704,Luottojen_maksut,2020-01-13 04:43:16.721311464,2020-01-13,2020-01-14,2020-01-13,8.0,-5.86,212.63,0.0,162.0,           ,1.0,1.0,179.0
7705,Liikkuminen,2020-01-13 05:06:53.114754086,2020-01-13,2020-01-13,2020-01-13,8.0,-10.91,201.72,0.0,162.0,           ,1.0,1.0,142.0
7706,Muut,2020-01-15 05:30:29.508196708,2020-01-15,2020-01-15,2020-01-15,8.0,-33.43,168.29,706.0,147.0,OKOYFIHH   ,0.0,0.0,248.0
7707,Ruoka_paivittaistavarakauppa,2020-01-16 05:54:05.901639330,2020-01-16,2020-01-16,2020-01-16,8.0,-0.58,167.71,0.0,162.0,           ,1.0,1.0,163.0
7708,Muut,2020-01-17 06:17:42.295081952,2020-01-17,2020-01-17,2020-01-17,8.0,-10.74,156.97,0.0,162.0,           ,1.0,1.0,105.0
7709,Ruoka_paivittaistavarakauppa,2020-01-17 06:41:18.688524574,2020-01-17,2020-01-17,2020-01-17,8.0,-13.02,143.95,0.0,162.0,           ,1.0,1.0,97.0
7710,Muut,2020-01-17 07:28:31.475409818,2020-01-17,2020-01-17,2020-01-17,8.0,-1.16,142.79,0.0,103.0,           ,0.0,1.0,1.0
7711,Ravintolat_kahvilat,2020-01-20 07:04:55.081967196,2020-01-20,2020-01-20,2020-01-20,8.0,-10.41,132.38,0.0,162.0,           ,1.0,1.0,105.0
7712,Ravintolat_kahvilat,2020-01-20 07:52:07.868852440,2020-01-20,2020-01-20,2020-01-20,8.0,-18.21,114.17,706.0,147.0,OKOYFIHH   ,0.0,0.0,248.0
7713,Asuminen,2020-01-22 08:15:44.262295062,2020-01-22,2020-01-22,2020-01-22,8.0,-20.53,93.64,0.0,162.0,           ,1.0,1.0,39.0
7714,Lemmikit,2020-01-22 08:39:20.655737684,2020-01-22,2020-01-23,2020-01-21,8.0,-2.46,91.18,0.0,162.0,           ,1.0,1.0,116.0
7715,Luokittelemattomat,2020-01-22 09:26:33.442622928,2020-01-22,2020-01-22,2020-01-22,8.0,-44.34,46.84,0.0,162.0,           ,1.0,1.0,177.0
7716,Ruoka_paivittaistavarakauppa,2020-01-23 09:02:57.049180306,2020-01-23,2020-01-23,2020-01-23,8.0,-10.24,36.6,0.0,162.0,           ,1.0,1.0,115.0
7717,Ruoka_paivittaistavarakauppa,2020-01-27 09:50:09.836065550,2020-01-27,2020-01-27,2020-01-27,8.0,-17.88,18.72,0.0,162.0,           ,1.0,1.0,149.0
7718,Ruoka_paivittaistavarakauppa,2020-01-27 10:13:46.229508172,2020-01-27,2020-01-27,2020-01-27,8.0,-1.83,16.89,0.0,162.0,           ,1.0,1.0,70.0
7719,Vakuutukset,2020-01-28 10:37:22.622950794,2020-01-28,2020-01-30,2020-01-28,8.0,-7.51,9.38,706.0,147.0,OKOYFIHH   ,0.0,0.0,248.0
7720,Ruoka_paivittaistavarakauppa,2020-01-28 11:00:59.016393416,2020-01-28,2020-01-28,2020-01-28,8.0,-11.12,-1.74,0.0,162.0,           ,1.0,1.0,149.0
7721,Ruoka_paivittaistavarakauppa,2020-01-29 11:24:35.409836038,2020-01-29,2020-01-29,2020-01-29,8.0,-1.4,-3.14,0.0,162.0,           ,1.0,1.0,52.0
7722,Lapset,2020-01-29 11:48:11.803278660,2020-01-29,2020-01-29,2020-01-29,8.0,-1.12,-4.26,0.0,162.0,           ,1.0,1.0,129.0
7723,Tulot,2020-02-03 08:22:19.534883720,2020-02-03,2020-02-03,2020-02-03,8.0,285.8,281.54,701.0,520.0,           ,1.0,1.0,227.0
7724,Hyvinvointijakauneus,2020-02-03 16:44:39.069767440,2020-02-03,2020-02-04,2020-02-03,8.0,-38.23,243.31,0.0,162.0,           ,1.0,1.0,98.0
7725,Ruoka_paivittaistavarakauppa,2020-02-04 01:06:58.604651160,2020-02-04,2020-02-04,2020-02-04,8.0,-8.5,234.81,0.0,162.0,           ,1.0,1.0,57.0
7726,Ruoka_paivittaistavarakauppa,2020-02-06 09:29:18.139534880,2020-02-06,2020-02-06,2020-02-06,8.0,-1.17,233.64,0.0,162.0,           ,1.0,1.0,117.0
7727,Liikkuminen,2020-02-07 17:51:37.674418600,2020-02-07,2020-02-07,2020-02-07,8.0,-70.22,163.42,0.0,162.0,           ,1.0,1.0,40.0
7728,Terveys,2020-02-10 02:13:57.209302320,2020-02-10,2020-02-10,2020-02-10,8.0,-31.76,131.66,0.0,162.0,           ,1.0,1.0,78.0
7729,Ruoka_paivittaistavarakauppa,2020-02-10 10:36:16.744186040,2020-02-10,2020-02-10,2020-02-10,8.0,-35.69,95.97,0.0,162.0,           ,1.0,1.0,168.0
7730,Ruoka_paivittaistavarakauppa,2020-02-11 03:20:55.813953480,2020-02-11,2020-02-11,2020-02-11,8.0,-3.3,92.67,0.0,162.0,           ,1.0,1.0,114.0
7731,Ruoka_paivittaistavarakauppa,2020-02-11 18:58:36.279069760,2020-02-11,2020-02-11,2020-02-11,8.0,-33.61,59.06,0.0,162.0,           ,1.0,1.0,153.0
7732,Liikkuminen,2020-02-14 11:43:15.348837200,2020-02-14,2020-02-14,2020-02-14,8.0,-16.9,42.16,0.0,162.0,           ,1.0,1.0,168.0
7733,Ruoka_paivittaistavarakauppa,2020-02-17 04:27:54.418604640,2020-02-17,2020-02-17,2020-02-17,8.0,-9.34,32.82,0.0,162.0,           ,1.0,1.0,98.0
7734,Ruoka_paivittaistavarakauppa,2020-02-17 20:05:34.883720920,2020-02-17,2020-02-17,2020-02-17,8.0,-19.02,13.8,0.0,162.0,           ,1.0,1.0,114.0
7735,Asuminen,2020-02-18 12:50:13.953488360,2020-02-18,2020-02-18,2020-02-18,8.0,-29.6,-15.8,0.0,162.0,           ,1.0,1.0,103.0
7736,Ruoka_paivittaistavarakauppa,2020-02-19 21:12:33.488372080,2020-02-19,2020-02-19,2020-02-19,8.0,-2.78,-18.58,0.0,162.0,           ,1.0,1.0,40.0
7737,Luokittelemattomat,2020-02-21 05:34:53.023255800,2020-02-21,2020-02-21,2020-02-21,8.0,-7.7,-26.28,0.0,162.0,           ,1.0,1.0,72.0
7738,Liikkuminen,2020-02-21 13:57:12.558139520,2020-02-21,2020-02-21,2020-02-21,8.0,-4.62,-30.9,0.0,162.0,           ,1.0,1.0,154.0
7739,Luokittelemattomat,2020-02-24 22:19:32.093023240,2020-02-24,2020-02-26,2020-02-24,8.0,-2.1,-33.0,0.0,162.0,           ,1.0,1.0,85.0
7740,Muut,2020-02-26 06:41:51.627906960,2020-02-26,2020-02-26,2020-02-26,8.0,-69.57,-102.57,0.0,163.0,           ,1.0,1.0,190.0
7741,Muut,2020-02-27 15:04:11.162790680,2020-02-27,2020-02-27,2020-02-27,8.0,-10.97,-113.54,0.0,163.0,           ,1.0,1.0,190.0
7742,Muut,2020-02-27 23:26:30.697674400,2020-02-27,2020-02-27,2020-02-27,8.0,-19.74,-133.28,0.0,162.0,           ,1.0,1.0,160.0
7743,Ruoka_paivittaistavarakauppa,2020-02-28 07:48:50.232558120,2020-02-28,2020-02-28,2020-02-28,8.0,-1.98,-135.26,0.0,162.0,           ,1.0,1.0,64.0
7744,Luokittelemattomat,2020-03-02 02:48:38.918918918,2020-03-02,2020-03-04,2020-03-02,8.0,-99.03,-234.29,0.0,162.0,           ,1.0,1.0,44.0
7745,Liikkuminen,2020-03-02 16:12:58.378378377,2020-03-02,2020-03-02,2020-03-02,8.0,-19.25,-253.54,0.0,106.0,OKOYFIHH   ,0.0,0.0,30.0
7746,Ravintolat_kahvilat,2020-03-03 05:37:17.837837836,2020-03-03,2020-03-03,2020-03-03,8.0,-6.27,-259.81,0.0,106.0,NDEAFIHH   ,0.0,0.0,10.0
7747,Tulot,2020-03-03 13:24:19.459459459,2020-03-03,2020-03-03,2020-03-03,8.0,799.5,539.69,701.0,520.0,           ,1.0,1.0,223.0
7748,Shoppailu,2020-03-03 19:01:37.297297295,2020-03-03,2020-03-03,2020-03-03,8.0,-14.48,525.21,0.0,162.0,           ,1.0,1.0,39.0
7749,Luokittelemattomat,2020-03-04 08:25:56.756756754,2020-03-04,2020-03-04,2020-03-04,8.0,-6.99,518.22,0.0,162.0,           ,1.0,1.0,114.0
7750,Ruoka_paivittaistavarakauppa,2020-03-04 21:50:16.216216213,2020-03-04,2020-03-04,2020-03-04,8.0,-12.34,505.88,0.0,162.0,           ,1.0,1.0,52.0
7751,Ravintolat_kahvilat,2020-03-05 00:38:55.135135131,2020-03-05,2020-03-05,2020-03-05,8.0,-5.5,500.38,0.0,162.0,           ,1.0,1.0,144.0
7752,Liikkuminen,2020-03-05 03:27:34.054054049,2020-03-05,2020-03-05,2020-03-04,8.0,-65.2,435.18,0.0,162.0,           ,1.0,1.0,127.0
7753,Ruoka_paivittaistavarakauppa,2020-03-05 11:14:35.675675672,2020-03-05,2020-03-06,2020-03-05,8.0,-12.2,422.98,0.0,162.0,           ,1.0,1.0,135.0
7754,Asuminen,2020-03-06 14:03:14.594594590,2020-03-06,2020-03-06,2020-03-06,8.0,-38.23,384.75,0.0,162.0,           ,1.0,1.0,113.0
7755,Asuminen,2020-03-06 16:51:53.513513508,2020-03-06,2020-03-06,2020-03-06,8.0,-14.02,370.73,0.0,162.0,           ,1.0,1.0,97.0
7756,Ruoka_paivittaistavarakauppa,2020-03-09 06:16:12.972972967,2020-03-09,2020-03-09,2020-03-09,8.0,-3.99,366.74,0.0,162.0,           ,1.0,1.0,168.0
7757,Ruoka_paivittaistavarakauppa,2020-03-09 09:04:51.891891885,2020-03-09,2020-03-09,2020-03-09,8.0,-4.93,361.81,0.0,162.0,           ,1.0,1.0,153.0
7758,Ruoka_paivittaistavarakauppa,2020-03-09 19:40:32.432432426,2020-03-09,2020-03-09,2020-03-09,8.0,-42.12,319.69,0.0,162.0,           ,1.0,1.0,124.0
7759,Hyvinvointi,2020-03-09 22:29:11.351351344,2020-03-09,2020-03-09,2020-03-09,8.0,-4.18,315.51,0.0,162.0,           ,1.0,1.0,52.0
7760,Liikkuminen,2020-03-10 11:53:30.810810803,2020-03-10,2020-03-11,2020-03-10,8.0,-56.42,259.09,0.0,162.0,           ,1.0,1.0,39.0
7761,Ruoka_paivittaistavarakauppa,2020-03-11 01:17:50.270270262,2020-03-11,2020-03-11,2020-03-11,8.0,-14.9,244.19,0.0,162.0,           ,1.0,1.0,133.0
7762,Ravintolat_kahvilat,2020-03-12 04:06:29.189189180,2020-03-12,2020-03-12,2020-03-12,8.0,-2.26,241.93,0.0,162.0,           ,1.0,1.0,148.0
7763,Ruoka_paivittaistavarakauppa,2020-03-12 14:42:09.729729721,2020-03-12,2020-03-12,2020-03-12,8.0,-5.24,236.69,0.0,162.0,           ,1.0,1.0,57.0
7764,Ruoka_paivittaistavarakauppa,2020-03-12 17:30:48.648648639,2020-03-12,2020-03-12,2020-03-12,8.0,-11.51,225.18,0.0,162.0,           ,1.0,1.0,99.0
7765,Ruoka_paivittaistavarakauppa,2020-03-13 06:55:08.108108098,2020-03-13,2020-03-13,2020-03-13,8.0,-24.49,200.69,0.0,162.0,           ,1.0,1.0,157.0
7766,Ruoka_paivittaistavarakauppa,2020-03-13 09:43:47.027027016,2020-03-13,2020-03-13,2020-03-13,8.0,-9.01,191.68,0.0,162.0,           ,1.0,1.0,124.0
7767,Lemmikit,2020-03-13 20:19:27.567567557,2020-03-13,2020-03-13,2020-03-13,8.0,-33.16,158.52,0.0,106.0,OKOYFIHH   ,0.0,0.0,27.0
7768,Luokittelemattomat,2020-03-13 23:08:06.486486475,2020-03-13,2020-03-13,2020-03-13,8.0,-9.25,149.27,0.0,162.0,           ,1.0,1.0,157.0
7769,Ruoka_paivittaistavarakauppa,2020-03-16 01:56:45.405405393,2020-03-16,2020-03-16,2020-03-16,8.0,-17.69,131.58,0.0,162.0,           ,1.0,1.0,123.0
7770,Hyvinvointijakauneus,2020-03-16 15:21:04.864864852,2020-03-16,2020-03-16,2020-03-16,8.0,-11.44,120.14,0.0,162.0,           ,1.0,1.0,146.0
7771,Ruoka_paivittaistavarakauppa,2020-03-17 04:45:24.324324311,2020-03-17,2020-03-17,2020-03-17,8.0,-1.21,118.93,0.0,162.0,           ,1.0,1.0,112.0
7772,Luokittelemattomat,2020-03-17 12:32:25.945945934,2020-03-17,2020-03-17,2020-03-17,8.0,-19.52,99.41,0.0,162.0,           ,1.0,1.0,168.0
7773,Ruoka_paivittaistavarakauppa,2020-03-18 07:34:03.243243229,2020-03-18,2020-03-18,2020-03-18,8.0,-26.48,72.93,0.0,162.0,           ,1.0,1.0,118.0
7774,Asuminen,2020-03-18 18:09:43.783783770,2020-03-18,2020-03-18,2020-03-18,8.0,-1.66,71.27,0.0,162.0,           ,1.0,1.0,144.0
7775,Ravintolat_kahvilat,2020-03-18 20:58:22.702702688,2020-03-18,2020-03-18,2020-03-18,8.0,-8.63,62.64,0.0,162.0,           ,1.0,1.0,124.0
7776,Liikkuminen,2020-03-19 10:22:42.162162147,2020-03-19,2020-03-19,2020-03-19,8.0,-24.95,37.69,0.0,162.0,           ,1.0,1.0,134.0
7777,Tulot,2020-03-19 23:47:01.621621606,2020-03-19,2020-03-19,2020-03-19,8.0,-10.82,26.87,0.0,162.0,           ,1.0,1.0,112.0
7778,Ruoka_paivittaistavarakauppa,2020-03-20 13:11:21.081081065,2020-03-20,2020-03-20,2020-03-20,8.0,-12.68,14.19,0.0,162.0,           ,1.0,1.0,122.0
7779,Ruoka_paivittaistavarakauppa,2020-03-23 02:35:40.540540524,2020-03-23,2020-03-23,2020-03-23,8.0,-13.21,0.98,0.0,162.0,           ,1.0,1.0,85.0
